City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
230,Asfi,MA,32.2994,-9.2372,290.0,71,90,8.84,overcast clouds
231,Jinsha,CN,32.0898,121.0735,274.83,60,14,2.54,few clouds
232,Campo Gobierno,MX,24.6536,-107.5411,299.1,46,20,1.54,few clouds
233,Fairbanks,US,64.8378,-147.7164,256.82,79,100,0.0,overcast clouds
234,Tura,IN,25.5198,90.2201,283.07,91,1,0.77,clear sky
235,Asau,RO,46.4333,26.4,276.46,89,98,0.76,overcast clouds
236,Batemans Bay,AU,-35.7167,150.1833,290.98,82,99,3.24,overcast clouds
237,Nuuk,GL,64.1835,-51.7216,260.49,85,75,5.14,light shower snow
238,Kahului,US,20.8947,-156.47,298.62,80,20,0.0,few clouds
239,Bethel,US,41.3712,-73.414,270.8,69,75,0.89,broken clouds
240,Niksar,TR,40.5917,36.9517,270.95,86,25,2.8,scattered clouds
241,Trincomalee,LK,8.5711,81.2335,299.12,72,34,5.45,scattered clouds
242,Pierre,US,44.3683,-100.351,285.66,33,0,0.89,clear sky
243,Muravlenko,RU,63.7898,74.523,249.73,100,100,1.29,overcast clouds
244,Rawson,AR,-43.3002,-65.1023,290.37,44,0,4.99,clear sky
245,Mayumba,GA,-3.432,10.6554,298.3,86,10,1.97,clear sky
246,Ust-Tsilma,RU,65.441,52.1498,251.06,100,97,1.65,overcast clouds
247,Colon,PA,9.3592,-79.9014,307.17,59,6,5.06,clear sky
248,Toamasina,MG,-18.1667,49.3833,299.15,89,75,4.12,light rain
249,Kawhia,NZ,-38.0651,174.8183,295.58,97,100,3.93,overcast clouds
250,Tucuman,AR,-26.8241,-65.2226,302.15,48,40,1.54,scattered clouds
251,Ahipara,NZ,-35.1667,173.1667,295.09,98,96,2.64,overcast clouds
252,Curup,ID,-3.4667,102.5333,293.17,100,100,1.8,very heavy rain
253,Victoria,HK,22.2855,114.1577,289.4,82,98,4.02,overcast clouds
254,Atar,MR,20.5169,-13.0499,300.33,8,0,3.41,clear sky
255,Ilulissat,GL,69.2167,-51.1,259.16,47,75,5.14,broken clouds
256,Menongue,AO,-14.6585,17.691,288.78,97,100,1.89,overcast clouds
257,Kodiak,US,57.79,-152.4072,272.88,86,75,2.57,broken clouds
258,Meulaboh,ID,4.1363,96.1285,297.26,88,99,3.48,overcast clouds
259,Qui Nhon,VN,13.7667,109.2333,295.9,83,100,7.22,overcast clouds
260,Bathsheba,BB,13.2167,-59.5167,301.49,57,20,7.2,few clouds
261,Puerto Leguizamo,CO,-0.1934,-74.7819,302.05,72,55,2.19,heavy intensity rain
262,Pemangkat,ID,1.1667,108.9667,298.8,87,100,3.47,overcast clouds
263,Hami,CN,42.8,93.45,270.12,28,100,5.13,overcast clouds
264,Fort Nelson,CA,58.8053,-122.7002,252.92,77,75,2.06,broken clouds
265,Freeport,US,40.6576,-73.5832,272.6,60,40,7.6,scattered clouds
266,Salalah,OM,17.0151,54.0924,298.2,69,75,1.54,broken clouds
267,Warri,NG,5.5167,5.75,301.14,65,5,3.73,clear sky
268,Saint George,US,37.1041,-113.5841,285.01,28,0,0.45,clear sky
269,Nizwa,OM,22.9333,57.5333,294.45,28,0,0.63,clear sky
270,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,299.62,78,99,4.77,overcast clouds
271,La Libertad,EC,-2.2333,-80.9,301.96,65,0,5.14,clear sky
272,Aviles,ES,43.5547,-5.9248,283.11,79,0,1.03,clear sky
273,Totness,SR,5.8833,-56.3167,300.31,74,43,5.15,light rain
274,Povenets,RU,62.8487,34.8262,264.17,90,100,7.58,overcast clouds
275,Rieti,IT,42.4072,12.8592,283.94,86,100,6.17,overcast clouds
276,Malinao,PH,7.5917,124.6889,293.09,82,22,2.74,few clouds
277,Sambava,MG,-14.2667,50.1667,297.96,89,100,2.28,overcast clouds
278,Abdanan,IR,32.9926,47.4198,279.58,70,0,1.31,clear sky
279,Laguna,US,38.421,-121.4238,290.06,64,0,0.45,clear sky
280,Santa Rosa,PH,14.3122,121.1114,299.14,71,93,6.51,overcast clouds
281,Muros,ES,42.7762,-9.0603,284.87,69,0,6.55,clear sky
282,Margate,GB,51.3813,1.3862,283.13,74,100,4.92,overcast clouds
283,Cacequi,BR,-29.8836,-54.825,308.63,23,23,7.64,few clouds
284,Knin,HR,44.0439,16.2,282.7,85,35,2.57,scattered clouds
285,Seminole,US,28.7086,-81.2081,290.37,79,100,0.89,overcast clouds
286,Vysokogornyy,RU,50.1167,139.15,252.11,98,100,2.07,overcast clouds
287,Anloga,GH,5.7947,0.8973,302.27,78,0,5.87,clear sky
288,Tete,MZ,-16.1564,33.5867,299.2,78,75,4.12,broken clouds
289,Sao Mateus,BR,-18.7161,-39.8589,300.5,71,99,4.65,overcast clouds
290,Lagoa,PT,39.05,-27.9833,288.15,76,49,8.11,scattered clouds
291,Hervey Bay,AU,-25.2986,152.8535,293.21,61,63,8.66,broken clouds
292,Primero De Enero,CU,21.9469,-78.4283,300.07,39,0,6.31,clear sky
293,Quesnel,CA,52.9999,-122.5029,270.43,100,100,1.03,mist
294,Lata,PT,40.1629,-8.3327,284.85,78,0,1.92,clear sky
295,Raymondville,US,26.4815,-97.7831,284.46,30,0,4.26,clear sky
296,Wilmington,US,34.2257,-77.9447,283.12,44,0,7.2,clear sky
297,Ewa Beach,US,21.3156,-158.0072,295.15,80,40,2.68,scattered clouds
298,Yilan,TW,24.757,121.753,288.35,99,100,2.89,overcast clouds
299,Port-Cartier,CA,50.0334,-66.8654,260.79,66,34,3.41,scattered clouds
300,Tucurui,BR,-3.7661,-49.6725,302.01,77,98,1.61,overcast clouds
301,Caraballeda,VE,10.6112,-66.8522,298.97,80,45,2.8,scattered clouds
302,Ulladulla,AU,-35.35,150.4667,290.98,76,99,4.71,overcast clouds
303,Shimoda,JP,34.6667,138.95,273.76,71,14,11.84,few clouds
304,Mana,GF,5.6592,-53.7767,300.26,77,33,4.8,scattered clouds
305,Padang,ID,-0.9492,100.3543,296.57,97,100,0.76,light rain
306,Ginda,IN,30.6945,78.4932,275.23,44,10,2.89,clear sky
307,Juegang,CN,32.3174,121.1855,274.21,56,9,3.38,clear sky
308,Hueytown,US,33.4512,-86.9967,279.34,49,0,4.63,clear sky
309,San Andres,CO,12.5847,-81.7006,300.16,74,75,4.63,broken clouds
310,Kavaratti,IN,10.5669,72.642,299.09,61,30,4.27,scattered clouds
311,Sabha,LY,27.0377,14.4283,286.97,25,0,3.04,clear sky
312,Fort William,GB,56.8165,-5.1121,279.14,96,100,4.42,overcast clouds
313,Havre-Saint-Pierre,CA,50.2334,-63.5986,259.48,66,100,7.72,overcast clouds
314,Coquimbo,CL,-29.9533,-71.3436,295.42,66,2,3.91,clear sky
315,Praia,CV,14.9215,-23.5087,299.45,41,0,7.72,clear sky
316,East London,ZA,-33.0153,27.9116,292.67,94,20,2.57,light intensity drizzle
317,Las Juntas,MX,19.4167,-104.7,296.89,32,44,2.99,scattered clouds
318,Bubaque,GW,11.2833,-15.8333,299.06,62,0,6.16,clear sky
319,Cayenne,GF,4.9333,-52.3333,302.17,81,75,2.68,broken clouds
320,Burewala,PK,30.1667,72.65,285.79,45,64,3.51,broken clouds
321,Baragua,CU,21.6967,-78.6328,304.09,31,0,5.75,clear sky
322,Poum,NC,-20.2333,164.0167,300.25,72,100,1.36,overcast clouds
323,Kavieng,PG,-2.5744,150.7967,300.48,78,30,2.32,scattered clouds
324,Haverfordwest,GB,51.8017,-4.9691,283.74,83,100,8.49,overcast clouds
325,Ashland,US,40.8167,-82.2665,268.86,81,100,1.99,overcast clouds
326,Tupancireta,BR,-29.0806,-53.8358,299.83,57,99,4.1,overcast clouds
327,Khasan,RU,42.4308,130.6434,261.86,58,5,8.49,clear sky
328,Kualakapuas,ID,-3.0091,114.3876,296.24,96,100,0.78,overcast clouds
329,Wuwei,CN,37.9281,102.6414,264.43,94,100,2.51,light snow
330,Bria,CF,6.5423,21.9863,297.42,21,100,1.44,overcast clouds
331,Viedma,AR,-40.8135,-62.9967,290.62,48,99,6.87,overcast clouds
332,Olafsvik,IS,64.8945,-23.7142,272.2,73,100,9.0,light snow
333,Poronaysk,RU,49.2167,143.1167,259.94,84,100,4.32,overcast clouds
334,San Cristobal,VE,7.7669,-72.225,297.25,69,98,0.77,overcast clouds
335,Baghdad,IQ,33.3406,44.4009,284.1,62,0,0.51,clear sky
336,Mandera,KE,3.9366,41.867,303.0,18,100,3.16,overcast clouds
337,Newport,GB,51.5877,-2.9984,283.96,79,100,1.34,overcast clouds
338,Nelson Bay,AU,-32.7167,152.15,294.82,68,91,1.79,overcast clouds
339,Cidreira,BR,-30.1811,-50.2056,296.48,94,100,3.99,overcast clouds
340,Dwarka,IN,22.2394,68.9678,294.32,61,0,2.81,clear sky
341,Maceio,BR,-9.6658,-35.7353,303.84,51,0,7.72,clear sky
342,Platanos,GR,37.6667,21.6167,286.46,81,100,2.69,overcast clouds
343,Gore,NZ,-46.1028,168.9436,283.28,90,100,0.76,overcast clouds
344,Kalat,PK,29.0225,66.5916,281.24,23,0,3.5,clear sky
345,Kutum,SD,14.2,24.6667,287.29,18,18,5.48,few clouds
346,Qarqin,AF,37.4185,66.0436,284.27,79,100,2.61,overcast clouds
347,Grand-Santi,GF,4.25,-54.3833,299.77,92,48,1.71,scattered clouds
348,Port Lincoln,AU,-34.7333,135.8667,292.56,80,100,6.76,overcast clouds
349,Tautira,PF,-17.7333,-149.15,301.16,72,35,8.28,scattered clouds
350,Saint-Augustin,CA,51.226,-58.6502,258.32,94,100,7.29,light snow
351,Sucua,EC,-2.4667,-78.1667,302.56,51,75,1.54,thunderstorm
352,Xiaoshan,CN,30.1675,120.2588,277.07,52,0,3.0,clear sky
353,Vila Franca Do Campo,PT,37.7167,-25.4333,291.04,77,74,5.48,broken clouds
354,Whyalla,AU,-33.0333,137.5833,291.09,82,100,0.0,overcast clouds
355,Chara,RU,56.9064,118.2631,245.7,82,21,0.59,few clouds
356,Knysna,ZA,-34.0363,23.0471,293.36,84,12,4.74,few clouds
357,Panacan,PH,9.2463,118.4082,298.75,85,100,8.27,overcast clouds
358,Portobelo,PA,9.55,-79.65,306.4,66,8,5.31,clear sky
359,Saint Anthony,US,45.0205,-93.218,264.4,59,75,3.13,broken clouds
360,Uige,AO,-7.6087,15.0613,292.71,95,60,0.96,broken clouds
361,Graham,US,47.0529,-122.2943,280.58,90,100,1.54,overcast clouds
362,Exeter,GB,50.7236,-3.5275,284.33,76,40,0.45,scattered clouds
363,Beyneu,KZ,45.3167,55.2,274.34,96,100,9.61,overcast clouds
364,Monroe,US,43.1501,-77.6831,265.96,65,39,2.24,scattered clouds
365,Aykhal,RU,66.0,111.5,241.45,100,100,2.02,overcast clouds
366,Isla Mujeres,MX,21.2311,-86.731,301.18,69,87,4.97,overcast clouds
367,Svetlaya,RU,46.5389,138.3297,258.38,74,87,4.99,overcast clouds
368,Kariba,ZW,-16.5167,28.8,295.29,79,19,0.89,light rain
369,Listvyagi,RU,53.6772,86.951,258.89,84,81,0.18,broken clouds
370,Itaituba,BR,-4.2761,-55.9836,304.24,70,40,2.57,scattered clouds
371,Alice Springs,AU,-23.7,133.8833,288.9,82,0,2.57,clear sky
372,La Rioja,ES,42.25,-2.5,276.66,87,13,1.7,few clouds
373,Moerai,PF,-22.4333,-151.3333,299.6,75,100,6.23,overcast clouds
374,Kota Bahru,MY,6.1333,102.2386,300.12,78,20,4.47,few clouds
375,Vao,NC,-22.6667,167.4833,299.73,86,85,3.8,moderate rain
376,Bacolod,PH,10.6667,122.95,297.99,80,79,7.09,broken clouds
377,Tabuleiro Do Norte,BR,-5.2467,-38.1306,306.19,42,92,4.16,overcast clouds
378,Camacha,PT,33.0833,-16.3333,290.67,77,20,8.75,few clouds
379,Aswan,EG,24.0934,32.907,286.02,44,0,4.91,clear sky
380,Sovetskiy,RU,61.3614,63.5842,264.63,95,100,3.43,light snow
381,Autazes,BR,-3.5797,-59.1306,303.12,67,99,0.62,overcast clouds
382,Kirovsk,UA,48.6375,38.6428,264.77,96,48,2.45,scattered clouds
383,Puerto Rico,AR,-26.796,-55.024,298.48,87,100,1.13,light rain
384,Yar-Sale,RU,66.8333,70.8333,248.93,100,78,1.53,broken clouds
385,Mahibadhoo,MV,3.7833,72.9667,300.72,70,5,4.2,clear sky
386,Oistins,BB,13.0667,-59.5333,301.2,57,20,7.2,few clouds
387,Polson,US,47.6936,-114.1632,277.37,79,100,2.67,overcast clouds
388,Kinkala,CG,-4.3614,14.7644,301.32,91,4,1.17,clear sky
389,Lufilufi,WS,-13.8745,-171.5986,298.03,80,92,7.32,light rain
390,Mount Isa,AU,-20.7333,139.5,297.02,38,0,1.54,clear sky
391,Phan Thiet,VN,10.9333,108.1,295.43,72,91,3.72,overcast clouds
392,Jiaonan,CN,35.8786,119.9753,266.16,33,7,3.02,clear sky
393,Marfino,RU,55.7028,37.3822,264.23,92,0,2.0,clear sky
394,Yurga,RU,55.7231,84.8861,260.82,88,100,2.87,overcast clouds
395,Port-Gentil,GA,-0.7193,8.7815,299.7,80,15,4.01,few clouds
396,Labytnangi,RU,66.6572,66.4183,245.79,99,32,0.33,scattered clouds
397,Hofn,IS,64.2539,-15.2082,271.35,55,100,4.46,overcast clouds
398,Jiuquan,CN,39.7432,98.5174,264.48,40,100,2.51,overcast clouds
399,Ndioum,SN,16.5129,-14.6471,309.09,7,0,3.6,clear sky
400,Gogrial,SS,8.5332,28.1004,298.88,18,100,2.82,overcast clouds
401,Tuy Hoa,VN,13.0833,109.3,295.25,88,100,5.55,overcast clouds
402,Bengkulu,ID,-3.8004,102.2655,296.62,96,100,4.03,moderate rain
403,Araouane,ML,18.9048,-3.5265,294.73,10,100,3.55,overcast clouds
404,Soyo,AO,-6.1349,12.3689,298.82,84,94,4.2,light rain
405,Caohai,CN,26.8661,104.2841,276.73,98,100,2.43,overcast clouds
406,Kailua,US,21.4022,-157.7394,298.56,85,13,0.89,few clouds
407,Guilin,CN,25.2819,110.2864,279.21,79,100,2.72,light rain
408,Northam,GB,51.0333,-4.2167,283.94,86,100,13.44,overcast clouds
409,Saint-Francois,FR,46.4154,3.9054,276.86,86,0,0.51,clear sky
410,Wanning,CN,18.8003,110.3967,291.99,83,97,3.91,overcast clouds
411,Tevaitoa,PF,-16.7833,-151.5,300.38,73,11,8.58,few clouds
412,Moses Lake,US,47.1301,-119.2781,278.84,93,100,3.09,fog
413,Ust-Omchug,RU,61.15,149.6333,241.41,85,75,1.82,broken clouds
414,Huntsville,US,34.7304,-86.5861,277.12,53,0,1.79,clear sky
415,Monaragala,LK,6.8714,81.3487,297.44,93,35,2.49,scattered clouds
416,Kenora,CA,49.8167,-94.4337,258.81,78,100,5.14,overcast clouds
417,Yulara,AU,-25.2406,130.9889,293.06,52,0,3.09,clear sky
418,Yumbe,UG,3.4651,31.2469,298.08,21,100,2.62,overcast clouds
419,Caravelas,BR,-17.7125,-39.2481,298.78,79,100,3.98,overcast clouds
420,Shingu,JP,33.7333,135.9833,276.99,75,69,3.78,broken clouds
421,Talas,TR,38.6908,35.5538,268.52,80,0,1.54,clear sky
422,Basmat,IN,19.3167,77.1667,292.07,23,6,3.21,clear sky
423,Quelimane,MZ,-17.8786,36.8883,300.12,74,40,2.06,scattered clouds
424,Mandurah,AU,-32.55,115.7,296.6,83,3,3.59,clear sky
425,Poltava,UA,49.5937,34.5407,268.79,96,100,5.21,light snow
426,Lavrentiya,RU,65.5833,-171.0,245.57,93,18,4.24,few clouds
427,Beringovskiy,RU,63.05,179.3167,249.82,92,18,6.48,few clouds
428,Razlog,BG,41.8863,23.4671,274.35,88,97,1.53,overcast clouds
429,Antalaha,MG,-14.9003,50.2788,298.65,78,100,2.42,light rain
430,Okha,RU,53.5739,142.9478,257.97,92,100,9.21,overcast clouds
431,Tamworth,GB,52.634,-1.6959,282.5,86,100,4.92,light rain
432,Betioky,MG,-23.7167,44.3833,298.51,71,100,6.31,overcast clouds
433,Lakhdenpokhya,RU,61.5198,30.1992,267.49,96,100,5.12,snow
434,Suntar,RU,62.1444,117.6319,248.81,100,100,1.57,overcast clouds
435,Black Diamond,US,47.3087,-122.0032,280.62,88,100,0.45,overcast clouds
436,Beidao,CN,34.5686,105.8933,269.29,82,100,1.7,light snow
437,Ternate,ID,0.8,127.4,299.76,82,100,4.19,overcast clouds
438,Bon Air,US,37.5249,-77.5578,277.54,40,0,0.89,clear sky
439,Marienburg,PL,54.0359,19.0266,277.66,78,100,7.67,overcast clouds
440,Kharan,PK,28.5833,65.4167,289.38,16,0,3.74,clear sky
441,Llandrindod Wells,GB,52.2416,-3.3787,282.55,92,100,12.62,heavy intensity rain
442,Senno,RU,59.5336,33.9167,266.07,93,100,5.07,snow
443,Baykit,RU,61.67,96.37,262.78,97,98,2.37,overcast clouds
444,Mwinilunga,ZM,-11.7358,24.4293,289.75,97,97,1.43,light rain
445,Blackfalds,CA,52.3834,-113.7853,277.3,63,100,9.9,overcast clouds
446,Shizunai,JP,42.3339,142.3669,267.86,88,97,2.69,overcast clouds
447,Sorland,NO,67.667,12.6934,277.19,76,100,14.42,overcast clouds
448,Barahona,DO,18.2085,-71.1008,304.05,45,20,5.66,few clouds
449,Moree,AU,-29.4667,149.85,289.16,72,5,2.57,clear sky
450,San Joaquin,US,37.9333,-121.3011,288.52,82,0,2.06,haze
451,Nishihara,JP,26.1842,127.7558,286.75,62,75,9.26,broken clouds
452,Guarapari,BR,-20.6667,-40.4975,302.09,74,13,7.89,few clouds
453,Saint-Joseph,RE,-21.3667,55.6167,300.36,83,100,8.0,light rain
454,Leningradskiy,RU,69.3833,178.4167,243.05,96,7,1.95,clear sky
455,Mapastepec,MX,15.4333,-92.9,306.31,34,2,5.37,clear sky
456,Istmina,CO,5.1605,-76.684,301.04,86,34,1.26,scattered clouds
457,Berlevag,NO,70.8578,29.0864,268.58,84,99,11.82,overcast clouds
458,Tommot,RU,58.9564,126.2925,249.05,100,100,1.22,overcast clouds
459,Novikovo,RU,51.1537,37.8879,255.82,100,100,1.99,overcast clouds
460,Camana,PE,-16.6228,-72.7111,296.86,70,12,4.23,few clouds
461,Broken Hill,AU,-31.95,141.4333,292.99,42,75,6.17,broken clouds
