City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
269,Samarai,PG,2022-02-02 16:02:17,-10.6167,150.6667,79.77,83,100,10.25
270,Gobabis,NA,2022-02-02 16:02:17,-22.45,18.9667,66.87,77,98,8.12
271,Dalbandin,PK,2022-02-02 16:02:18,28.8947,64.4101,52.48,34,0,16.6
272,Redmond,US,2022-02-02 16:02:18,47.674,-122.1215,37.65,87,100,2.24
273,Olafsvik,IS,2022-02-02 16:02:19,64.8945,-23.7142,32.59,55,71,14.12
274,Chokurdakh,RU,2022-02-02 16:02:19,70.6333,147.9167,-15.92,99,77,7.38
275,Constitucion,CL,2022-02-02 16:02:20,-35.3333,-72.4167,67.06,65,2,8.1
276,Port-Gentil,GA,2022-02-02 16:02:20,-0.7193,8.7815,82.02,72,61,10.11
277,Rio Grande,BR,2022-02-02 16:02:21,-32.035,-52.0986,80.04,62,1,11.79
278,Isangel,VU,2022-02-02 16:02:21,-19.55,169.2667,77.0,88,100,0.85
279,Jilib,SO,2022-02-02 16:02:22,0.4883,42.7854,81.21,72,100,10.87
280,Altoona,US,2022-02-02 16:00:02,40.5187,-78.3947,39.76,87,99,5.82
281,Marsciano,IT,2022-02-02 16:03:22,42.9059,12.3359,54.27,71,0,3.02
282,Talaya,RU,2022-02-02 16:03:23,61.3833,152.75,-17.03,98,100,2.98
283,Camacha,PT,2022-02-02 16:03:23,33.0833,-16.3333,65.53,88,40,11.5
284,Key West,US,2022-02-02 16:00:01,24.5557,-81.7826,75.0,77,28,22.32
285,Tank,PK,2022-02-02 16:03:24,32.2217,70.3793,60.22,46,94,16.4
286,Lorengau,PG,2022-02-02 16:03:24,-2.0226,147.2712,78.08,83,100,5.37
287,Sandnessjoen,NO,2022-02-02 16:03:25,66.0217,12.6316,22.98,54,0,5.01
288,Victor Harbor,AU,2022-02-02 16:03:26,-35.5667,138.6167,58.46,77,20,8.05
289,Pacific Grove,US,2022-02-02 16:02:15,36.6177,-121.9166,55.35,36,0,1.99
290,Vostok,RU,2022-02-02 16:03:26,46.4856,135.8833,-4.79,99,100,3.69
291,Vestmannaeyjar,IS,2022-02-02 16:03:27,63.4427,-20.2734,35.67,64,100,11.95
292,Waipawa,NZ,2022-02-02 16:03:28,-41.4122,175.5153,65.44,75,99,14.7
293,Severo-Kurilsk,RU,2022-02-02 16:03:28,50.6789,156.125,27.88,87,97,8.32
294,Kapit,MY,2022-02-02 16:03:29,2.0167,112.9333,72.99,98,71,1.36
295,Tazovskiy,RU,2022-02-02 16:03:29,67.4667,78.7,-17.32,100,57,7.16
296,Dalby,AU,2022-02-02 16:03:30,-27.1833,151.2667,73.98,97,100,1.39
297,Novobirilyussy,RU,2022-02-02 16:03:31,56.9514,90.6661,-3.19,99,57,3.83
298,Kawalu,ID,2022-02-02 16:03:31,-7.3817,108.2082,73.38,92,79,1.5
299,Catuday,PH,2022-02-02 16:03:32,16.2923,119.8062,76.35,73,8,11.88
300,Longyearbyen,SJ,2022-02-02 16:01:38,78.2186,15.6401,21.04,68,20,17.27
301,Port Keats,AU,2022-02-02 16:03:32,-14.25,129.55,81.95,79,85,14.97
302,Surt,LY,2022-02-02 16:03:32,31.2089,16.5887,56.89,59,54,25.21
303,Pitimbu,BR,2022-02-02 16:03:33,-7.4706,-34.8086,88.39,63,97,10.8
304,Vulcan,RO,2022-02-02 16:03:33,45.3833,23.2667,25.18,94,76,4.83
305,Languyan,PH,2022-02-02 16:03:33,5.2618,120.0807,77.81,86,100,3.36
306,Cayenne,GF,2022-02-02 16:03:34,4.9333,-52.3333,83.08,80,100,4.0
307,Hede,CN,2022-02-02 16:03:34,33.7681,120.2517,35.38,63,100,3.6
308,Luderitz,NA,2022-02-02 16:03:35,-26.6481,15.1594,69.17,76,15,8.79
309,Virginia Beach,US,2022-02-02 16:03:35,36.8529,-75.978,46.02,91,53,1.01
310,Goya,AR,2022-02-02 16:03:36,-29.14,-59.2626,105.37,14,39,8.52
311,Westport,US,2022-02-02 16:01:14,41.1415,-73.3579,44.58,78,100,4.0
312,Bluefield,US,2022-02-02 16:03:36,37.2698,-81.2223,43.79,62,0,4.0
313,Zyryanka,RU,2022-02-02 16:03:37,65.75,150.85,-25.49,100,23,1.43
314,Manuk Mangkaw,PH,2022-02-02 16:03:37,4.8,119.85,81.03,75,99,5.64
315,Tuktoyaktuk,CA,2022-02-02 16:03:37,69.4541,-133.0374,-23.62,98,99,7.11
316,Sao Joao Da Barra,BR,2022-02-02 16:03:38,-21.6403,-41.0511,86.09,86,100,3.33
317,North Bend,US,2022-02-02 16:03:38,43.4065,-124.2243,41.88,100,100,5.75
318,Gazojak,TM,2022-02-02 16:03:38,41.1875,61.4036,36.99,68,0,7.47
319,Jega,NG,2022-02-02 16:03:39,12.2175,4.3792,87.82,6,96,11.36
320,Belfast,GB,2022-02-02 16:00:57,54.5833,-5.9333,51.62,82,20,9.22
321,Vysokogornyy,RU,2022-02-02 16:03:40,50.1167,139.15,-12.1,100,91,3.65
322,Bakchar,RU,2022-02-02 16:03:40,57.0186,82.0711,3.02,100,96,4.23
323,Ati,TD,2022-02-02 16:04:40,13.2154,18.3353,81.14,10,7,9.91
324,Mount Gambier,AU,2022-02-02 16:04:41,-37.8333,140.7667,58.51,60,88,8.79
325,Iqaluit,CA,2022-02-02 16:02:05,63.7506,-68.5145,4.73,77,100,15.99
326,Aripuana,BR,2022-02-02 16:04:41,-9.1667,-60.6333,84.92,68,80,3.15
327,Marawi,PH,2022-02-02 16:04:42,7.9986,124.2928,67.64,93,100,0.81
328,Mount Isa,AU,2022-02-02 16:04:43,-20.7333,139.5,80.37,78,40,5.75
329,Shingu,JP,2022-02-02 16:04:12,33.7333,135.9833,37.9,78,27,6.02
330,Amapa,BR,2022-02-02 16:04:43,1.0,-52.0,78.39,92,93,3.0
331,Darnah,LY,2022-02-02 16:04:44,32.767,22.6367,55.33,64,99,20.29
332,Alice Springs,AU,2022-02-02 16:04:44,-23.7,133.8833,65.75,94,100,8.05
333,Balykshi,KZ,2022-02-02 16:04:44,47.0667,51.8667,32.0,100,100,11.18
334,Winslow,US,2022-02-02 16:01:18,35.0242,-110.6974,32.31,34,100,7.0
335,Calvinia,ZA,2022-02-02 16:04:45,-31.4707,19.776,73.96,58,98,16.06
336,Paracatu,BR,2022-02-02 16:04:46,-17.2222,-46.8747,81.03,69,97,1.3
337,Muisne,EC,2022-02-02 16:04:46,0.6,-80.0333,78.78,82,80,6.67
338,Shiraz,IR,2022-02-02 16:04:46,29.6036,52.5388,46.92,46,0,2.26
339,Kurayoshi,JP,2022-02-02 16:04:47,35.4333,133.8167,33.44,79,64,6.44
340,Mahebourg,MU,2022-02-02 16:04:47,-20.4081,57.7,81.25,88,100,40.18
341,Show Low,US,2022-02-02 16:04:47,34.2542,-110.0298,33.51,80,20,10.36
342,Nalut,LY,2022-02-02 16:04:48,30.3333,10.85,53.49,34,3,15.43
343,Kolokani,ML,2022-02-02 16:04:48,13.5728,-8.0339,90.68,6,0,15.5
344,Oranjemund,NA,2022-02-02 16:04:48,-28.55,16.4333,69.53,80,67,10.96
345,Harper,LR,2022-02-02 16:04:49,4.375,-7.7169,83.97,67,68,11.68
346,Ugoofaaru,MV,2022-02-02 16:04:49,5.6667,73.0,82.54,69,4,10.2
347,San Ramon De La Nueva Oran,AR,2022-02-02 16:00:49,-23.1322,-64.326,96.35,30,76,4.29
348,Kasongo-Lunda,CD,2022-02-02 16:04:50,-6.4667,16.8167,80.04,78,99,4.18
349,Walvis Bay,NA,2022-02-02 16:04:50,-22.9575,14.5053,74.08,70,22,12.64
350,Suarez,CO,2022-02-02 16:04:51,2.954,-76.6964,77.88,71,77,1.61
351,Sungaipenuh,ID,2022-02-02 16:04:51,-2.0833,101.3833,65.16,97,95,2.75
352,Cidreira,BR,2022-02-02 16:04:52,-30.1811,-50.2056,79.77,71,2,13.49
353,Kryve Ozero,UA,2022-02-02 16:04:52,47.9524,30.3493,30.29,94,100,6.04
354,Pierre,US,2022-02-02 16:02:08,44.3683,-100.351,6.06,66,45,10.0
355,Oksfjord,NO,2022-02-02 16:04:52,70.2396,22.3479,24.98,85,81,9.73
356,Port Moresby,PG,2022-02-02 16:04:53,-9.4431,147.1797,74.55,85,100,13.76
357,Beringovskiy,RU,2022-02-02 16:04:53,63.05,179.3167,-3.26,87,42,19.84
358,Guarapari,BR,2022-02-02 16:04:53,-20.6667,-40.4975,82.29,84,100,1.45
359,Vao,NC,2022-02-02 16:04:54,-22.6667,167.4833,77.74,83,42,17.96
360,Airai,TL,2022-02-02 16:04:54,-8.9266,125.4092,60.78,88,78,2.15
361,The Pas,CA,2022-02-02 16:00:16,53.8251,-101.2541,-20.67,91,12,11.86
362,Oistins,BB,2022-02-02 16:04:55,13.0667,-59.5333,84.29,65,40,16.11
363,Libertador General San Martin,AR,2022-02-02 16:04:55,-23.8064,-64.7876,94.95,31,99,6.11
364,Gurupa,BR,2022-02-02 16:04:56,-1.405,-51.64,89.26,51,85,5.26
365,Solnechnyy,RU,2022-02-02 16:04:56,50.7214,136.6319,-8.88,98,73,2.86
366,Winterberg,DE,2022-02-02 16:04:56,51.2,8.5333,41.47,89,49,9.46
367,Talcahuano,CL,2022-02-02 16:00:39,-36.7167,-73.1167,60.93,82,25,6.22
368,Bequimao,BR,2022-02-02 16:04:57,-2.4489,-44.7825,88.12,54,100,7.78
369,Sikandra,IN,2022-02-02 16:04:57,26.3667,79.65,58.96,50,0,9.04
370,Huatulco,MX,2022-02-02 16:05:58,15.8436,-96.3267,82.87,44,0,4.43
371,Byron Bay,AU,2022-02-02 16:05:58,-28.65,153.6167,78.75,95,100,4.56
372,Akyab,MM,2022-02-02 16:01:18,20.15,92.9,69.31,68,1,7.49
373,Berlevag,NO,2022-02-02 16:05:59,70.8578,29.0864,22.95,86,75,8.05
374,Turayf,SA,2022-02-02 16:05:59,31.6725,38.6637,52.36,35,92,14.43
375,Imeni Babushkina,RU,2022-02-02 16:05:59,59.7573,43.1285,21.4,94,100,7.45
376,Simao,CN,2022-02-02 16:06:00,22.7886,100.9748,49.05,55,0,1.95
377,Moron,AR,2022-02-02 16:01:58,-34.6534,-58.6198,91.94,38,6,7.29
378,Laibin,CN,2022-02-02 16:06:00,23.7,109.2667,43.57,85,99,10.69
379,Kondoa,TZ,2022-02-02 16:06:01,-4.9,35.7833,63.9,95,100,1.66
380,Mandalgovi,MN,2022-02-02 16:06:02,45.7625,106.2708,1.09,72,0,10.0
381,Amahai,ID,2022-02-02 16:06:02,-3.3333,128.9167,78.08,84,100,4.54
382,Hasaki,JP,2022-02-02 16:06:03,35.7333,140.8333,28.8,35,1,3.62
383,Saldanha,ZA,2022-02-02 16:06:03,-33.0117,17.9442,67.55,83,100,11.25
384,Mountain Home,US,2022-02-02 16:06:04,43.133,-115.6912,20.68,93,20,9.22
385,Luanda,AO,2022-02-02 16:06:05,-8.8368,13.2343,79.27,66,5,13.98
386,Mecca,SA,2022-02-02 16:06:07,21.4267,39.8261,74.61,54,0,9.01
387,Taltal,CL,2022-02-02 16:01:10,-25.4,-70.4833,71.94,68,0,9.48
388,Adre,TD,2022-02-02 16:06:08,13.4667,22.2,79.93,15,0,9.86
389,Stettler,CA,2022-02-02 16:04:04,52.3168,-112.7186,-19.16,99,87,8.61
390,Lagoa,PT,2022-02-02 16:06:08,39.05,-27.9833,58.46,72,1,12.86
391,Fort Nelson,CA,2022-02-02 16:06:09,58.8053,-122.7002,-22.41,76,75,0.0
392,Baghdad,IQ,2022-02-02 16:02:26,33.3406,44.4009,56.97,35,5,7.0
393,Kieta,PG,2022-02-02 16:06:10,-6.2167,155.6333,79.45,86,100,13.73
394,Belmonte,BR,2022-02-02 16:06:10,-15.8631,-38.8828,86.5,63,82,10.04
395,Robertsport,LR,2022-02-02 16:06:12,6.7533,-11.3686,83.16,68,49,14.09
396,Broken Hill,AU,2022-02-02 16:06:12,-31.95,141.4333,62.8,40,0,19.04
397,Bima,ID,2022-02-02 16:06:13,-8.4667,118.7167,76.53,90,62,1.95
398,Dudinka,RU,2022-02-02 16:06:13,69.4058,86.1778,-6.23,100,88,5.86
399,Clyde River,CA,2022-02-02 16:06:14,70.4692,-68.5914,-24.59,94,98,0.49
400,San Patricio,US,2022-02-02 16:06:14,28.017,-97.5169,73.26,82,90,8.79
401,Severo-Yeniseyskiy,RU,2022-02-02 16:06:14,60.3725,93.0408,5.95,97,100,4.41
402,Makakilo City,US,2022-02-02 16:06:15,21.3469,-158.0858,71.92,78,0,6.91
403,Taoudenni,ML,2022-02-02 16:06:15,22.6783,-3.9836,79.0,10,2,19.66
404,Pandan,PH,2022-02-02 16:06:16,14.0453,124.1694,76.44,90,100,12.39
405,Sao Jose Da Coroa Grande,BR,2022-02-02 16:06:16,-8.8978,-35.1478,85.69,59,38,9.1
406,Taman,RU,2022-02-02 16:06:17,45.2117,36.7161,52.12,84,100,21.65
407,Portsmouth,GB,2022-02-02 16:02:54,50.799,-1.0913,55.45,85,97,3.0
408,Diffa,NE,2022-02-02 16:06:18,13.3154,12.6113,78.85,10,63,9.82
409,Leh,IN,2022-02-02 16:06:18,34.1667,77.5833,5.5,97,100,0.85
410,Myrhorod,UA,2022-02-02 16:06:19,49.9685,33.6089,25.0,99,100,4.27
411,Morro Bay,US,2022-02-02 16:06:19,35.3658,-120.8499,50.22,53,0,8.01
412,Kenai,US,2022-02-02 16:06:20,60.5544,-151.2583,15.85,97,100,3.44
413,Morondava,MG,2022-02-02 16:06:20,-20.2833,44.2833,83.98,76,53,9.71
414,Dzhebariki-Khaya,RU,2022-02-02 16:06:21,62.2167,135.8,-38.81,100,55,0.36
415,Borger,NL,2022-02-02 16:04:32,52.9233,6.7931,46.89,79,67,6.49
416,Nanortalik,GL,2022-02-02 16:07:21,60.1432,-45.2371,5.83,79,6,16.37
417,Balagunan,PH,2022-02-02 16:07:21,7.4922,125.5211,74.25,87,100,5.46
418,Stornoway,GB,2022-02-02 16:07:22,58.2093,-6.3865,48.92,97,75,4.0
419,Terney,RU,2022-02-02 16:07:22,45.0503,136.6092,9.1,74,75,10.83
420,Inhambane,MZ,2022-02-02 16:07:22,-23.865,35.3833,80.47,71,0,12.21
421,Erbaa,TR,2022-02-02 16:07:23,40.6689,36.5675,54.39,80,97,6.69
422,Biltine,TD,2022-02-02 16:07:23,14.5333,20.9167,79.7,12,14,8.63
423,Hoa Binh,VN,2022-02-02 16:07:23,20.8133,105.3383,53.49,75,100,3.04
424,Korem,ET,2022-02-02 16:07:24,12.5058,39.5228,57.02,70,35,8.43
425,Burnie,AU,2022-02-02 16:07:24,-41.0667,145.9167,52.95,78,4,8.84
426,Port Blair,IN,2022-02-02 16:07:25,11.6667,92.75,76.51,75,15,9.42
427,Buraydah,SA,2022-02-02 16:07:25,26.326,43.975,60.42,27,0,8.21
428,Luganville,VU,2022-02-02 16:07:25,-15.5333,167.1667,78.24,87,99,2.82
429,Sabya,SA,2022-02-02 16:07:26,17.1495,42.6254,80.19,69,1,8.88
430,Washington,US,2022-02-02 16:05:17,47.5001,-120.5015,21.92,81,100,1.59
431,Bay Roberts,CA,2022-02-02 16:07:26,47.5999,-53.2648,30.65,73,41,3.0
432,Ust-Ishim,RU,2022-02-02 16:07:27,57.6935,71.1665,21.38,85,100,9.91
433,Seymchan,RU,2022-02-02 16:07:28,62.8833,152.4333,-20.58,97,90,2.64
434,Krivogastani,MK,2022-02-02 16:07:29,41.3361,21.3331,36.64,89,56,3.24
435,San Quintin,MX,2022-02-02 16:07:29,30.4833,-115.95,57.85,60,61,2.75
436,Salalah,OM,2022-02-02 16:07:30,17.0151,54.0924,77.09,53,0,2.3
437,Hami,CN,2022-02-02 16:07:30,42.8,93.45,23.05,31,49,2.24
438,Nuuk,GL,2022-02-02 16:07:31,64.1835,-51.7216,9.21,61,75,8.05
439,Pontalina,BR,2022-02-02 16:07:32,-17.525,-49.4472,82.33,64,94,4.74
440,Jacareacanga,BR,2022-02-02 16:07:32,-6.2222,-57.7528,76.82,86,99,1.05
441,Ust-Nera,RU,2022-02-02 16:07:33,64.5667,143.2,-16.46,99,89,1.86
442,Mozhga,RU,2022-02-02 16:07:33,56.4447,52.2276,21.43,94,100,9.31
443,Namibe,AO,2022-02-02 16:07:34,-15.1961,12.1522,76.78,61,96,14.61
444,Grindavik,IS,2022-02-02 16:07:34,63.8424,-22.4338,32.47,59,75,12.66
445,Siguiri,GN,2022-02-02 16:07:35,11.6667,-9.5,94.01,4,3,7.92
446,Sept-Iles,CA,2022-02-02 16:07:35,50.2001,-66.3821,22.05,90,100,5.01
447,Kyren,RU,2022-02-02 16:07:35,51.6828,102.1408,2.34,88,93,1.43
448,Haines Junction,CA,2022-02-02 16:07:36,60.7522,-137.5108,0.61,100,100,1.7
449,Roma,US,2022-02-02 16:07:36,43.2128,-75.4557,41.67,68,0,11.5
450,Patnongon,PH,2022-02-02 16:07:36,10.9132,121.9937,77.2,79,98,5.84
451,Kunigal,IN,2022-02-02 16:07:37,13.0222,77.0267,74.71,43,7,6.98
452,Maamba,ZM,2022-02-02 16:07:38,-17.3667,27.15,77.02,84,15,4.0
453,Koutsouras,GR,2022-02-02 16:07:38,35.0339,25.9469,58.1,65,86,27.16
454,Semirom,IR,2022-02-02 16:07:38,31.4167,51.5667,21.58,44,0,4.9
455,Ciudad Bolivar,VE,2022-02-02 16:07:39,8.1222,-63.5497,92.37,39,40,11.9
456,Huarmey,PE,2022-02-02 16:07:39,-10.0681,-78.1522,75.9,71,97,11.63
457,San Vicente,AR,2022-02-02 16:07:40,-26.6167,-54.1333,95.56,22,0,3.11
458,Matay,EG,2022-02-02 16:08:40,28.419,30.7792,61.63,28,32,6.67
459,Dakar,SN,2022-02-02 16:04:09,14.6937,-17.4441,99.48,55,99,10.6
460,Nybro,SE,2022-02-02 16:08:42,56.7446,15.9071,28.58,88,90,2.77
461,Hualmay,PE,2022-02-02 16:08:43,-11.0964,-77.6139,75.52,70,2,11.43
462,Omsukchan,RU,2022-02-02 16:08:43,62.5333,155.8,-6.92,98,99,4.97
463,Hanna,CA,2022-02-02 16:08:44,51.6334,-111.9018,-18.15,78,91,5.01
464,Kupang,ID,2022-02-02 16:08:45,-10.1667,123.5833,78.94,81,35,7.9
465,Freeport,US,2022-02-02 16:07:22,40.6576,-73.5832,44.78,83,100,5.01
466,Aldan,RU,2022-02-02 16:08:45,58.6031,125.3894,-13.58,99,100,3.47
467,Bongandanga,CD,2022-02-02 16:08:46,1.5,21.05,91.9,23,57,3.53
468,Hays,US,2022-02-02 16:05:27,30.0502,-98.0336,57.99,78,100,1.01
469,Ust-Koksa,RU,2022-02-02 16:08:47,50.2696,85.6108,-1.26,95,72,1.3
470,Bilma,NE,2022-02-02 16:08:47,18.6853,12.9164,73.02,11,0,10.11
471,Nibong Tebal,MY,2022-02-02 16:08:48,5.1659,100.4779,82.38,90,64,3.62
472,Rajakhera,IN,2022-02-02 16:08:49,26.8961,78.1714,58.42,49,0,8.95
473,Chissamba,AO,2022-02-02 16:08:49,-12.1667,17.3333,78.48,58,73,2.77
474,Esperance,AU,2022-02-02 16:08:50,-33.8667,121.9,61.36,70,0,15.75
475,Bubaque,GW,2022-02-02 16:08:50,11.2833,-15.8333,78.55,80,76,13.76
476,Tupik,RU,2022-02-02 16:08:50,54.4253,119.9327,-19.44,98,28,2.71
477,Aracuai,BR,2022-02-02 16:08:51,-16.8497,-42.0703,83.98,70,93,2.75
478,Moose Factory,CA,2022-02-02 16:08:51,51.2585,-80.6094,-2.22,60,40,13.8
479,Bambanglipuro,ID,2022-02-02 16:08:52,-7.95,110.2833,65.61,83,89,1.88
480,Lagos,NG,2022-02-02 16:06:27,6.5833,3.75,87.69,29,0,10.2
481,Nizhniy Kuranakh,RU,2022-02-02 16:08:52,58.8353,125.4869,-8.01,97,100,5.61
482,Kharp,RU,2022-02-02 16:08:53,66.8014,65.8081,0.28,98,100,3.4
483,Kokopo,PG,2022-02-02 16:08:53,-4.352,152.2633,77.07,83,99,8.25
484,Emerald,AU,2022-02-02 16:07:07,-23.5333,148.1667,77.14,100,100,12.66
485,Karratha,AU,2022-02-02 16:08:54,-20.7377,116.8463,82.58,74,100,11.16
486,Borogontsy,RU,2022-02-02 16:08:54,62.6683,131.1683,-31.07,100,86,1.1
487,Verrettes,HT,2022-02-02 16:08:55,19.05,-72.4667,85.59,56,21,3.8
488,Cooma,AU,2022-02-02 16:08:55,-36.2333,149.1333,47.71,75,98,6.13
489,Nova Prata,BR,2022-02-02 16:08:55,-28.7839,-51.61,88.65,24,0,2.51
490,Toora-Khem,RU,2022-02-02 16:08:56,52.4675,96.11,-18.8,100,67,0.51
491,Labuan,MY,2022-02-02 16:08:56,5.2767,115.2417,80.76,79,38,4.52
492,San Policarpo,PH,2022-02-02 16:08:57,12.1791,125.5072,78.87,83,100,14.88
493,Umm Lajj,SA,2022-02-02 16:05:52,25.0213,37.2685,71.4,44,0,6.78
494,Kahului,US,2022-02-02 16:08:57,20.8947,-156.47,68.68,80,20,5.75
495,San Clemente,US,2022-02-02 16:04:49,33.427,-117.612,57.25,41,0,3.0
496,Nobeoka,JP,2022-02-02 16:08:58,32.5833,131.6667,39.76,62,97,4.47
497,Florence,IT,2022-02-02 16:08:23,43.7667,11.25,60.08,76,0,3.44
498,Coruripe,BR,2022-02-02 16:08:59,-10.1256,-36.1756,87.8,54,10,14.43
499,Naryan-Mar,RU,2022-02-02 16:09:00,67.6713,53.087,8.44,96,100,8.7
500,Bayevo,RU,2022-02-02 16:09:02,53.2833,80.7667,-2.43,100,86,1.28
501,Meulaboh,ID,2022-02-02 16:07:16,4.1363,96.1285,78.89,77,100,2.51
502,Kavaratti,IN,2022-02-02 16:09:03,10.5669,72.642,80.89,69,5,12.97
503,Pimentel,PE,2022-02-02 16:10:04,-6.8367,-79.9342,80.89,54,0,12.66
504,Son La,VN,2022-02-02 16:10:04,21.3167,103.9,50.95,96,92,3.53
505,Hofn,IS,2022-02-02 16:10:04,64.2539,-15.2082,28.42,74,75,4.61
506,Axim,GH,2022-02-02 16:10:05,4.8699,-2.2405,84.83,65,70,12.19
507,Oktyabrskoye,RU,2022-02-02 16:10:05,43.0645,44.7417,32.14,93,67,4.47
508,West Wendover,US,2022-02-02 16:10:06,40.7391,-114.0733,23.61,54,4,12.1
509,Inyonga,TZ,2022-02-02 16:10:08,-6.7167,32.0667,69.03,91,97,3.87
510,Nueve De Julio,AR,2022-02-02 16:10:09,-35.4444,-60.8831,87.98,47,76,6.82
511,Vaitape,PF,2022-02-02 16:10:10,-16.5167,-151.75,81.07,74,20,19.15
512,Malanje,AO,2022-02-02 16:10:10,-9.5402,16.341,77.68,60,68,7.16
513,Lac Du Bonnet,CA,2022-02-02 16:10:11,50.2536,-96.0612,-21.41,97,81,7.11
514,Diu,IN,2022-02-02 16:10:11,20.7141,70.9822,70.65,74,17,11.32
515,Santo Domingo,DO,2022-02-02 16:08:39,18.5001,-69.9886,83.88,70,40,4.0
516,Lasa,IT,2022-02-02 16:10:12,46.6166,10.7002,44.02,95,100,8.37
517,Coevorden,NL,2022-02-02 16:10:13,52.661,6.7405,47.35,82,59,6.76
518,Tommot,RU,2022-02-02 16:10:13,58.9564,126.2925,-7.35,95,100,8.01
519,Tete,MZ,2022-02-02 16:10:14,-16.1564,33.5867,89.69,55,20,4.61
520,Da Lat,VN,2022-02-02 16:10:15,11.9465,108.4419,58.24,92,53,2.13
521,Waitati,NZ,2022-02-02 16:10:16,-45.75,170.5667,62.42,99,100,2.77
522,Bartlesville,US,2022-02-02 16:06:07,36.7473,-95.9808,26.31,69,100,17.27
523,Dingle,PH,2022-02-02 16:10:18,10.9995,122.6711,73.63,95,98,8.08
524,Kholtoson,RU,2022-02-02 16:10:19,50.2981,103.3097,-2.85,95,100,3.85
525,Kathu,TH,2022-02-02 16:10:20,7.9178,98.3332,86.7,76,80,4.32
526,Muravlenko,RU,2022-02-02 16:10:20,63.7898,74.523,-6.16,97,46,11.16
527,Neiafu,TO,2022-02-02 16:10:21,-18.65,-173.9833,77.68,88,20,5.75
528,Butia,BR,2022-02-02 16:10:22,-30.1197,-51.9622,97.7,26,0,2.84
529,Daru,PG,2022-02-02 16:10:23,-9.0763,143.2092,74.44,88,100,7.2
530,Luorong,CN,2022-02-02 16:10:24,24.4058,109.6086,41.52,87,95,10.27
531,Sambava,MG,2022-02-02 16:10:25,-14.2667,50.1667,79.27,77,97,5.39
532,Harnosand,SE,2022-02-02 16:10:26,62.6323,17.9379,12.2,84,74,6.26
533,Sisimiut,GL,2022-02-02 16:10:27,66.9395,-53.6735,-0.27,83,95,16.71
534,Caxito,AO,2022-02-02 16:10:27,-8.5785,13.6643,84.42,56,13,10.65
535,Sao Gabriel Da Cachoeira,BR,2022-02-02 16:10:28,-0.1303,-67.0892,88.81,55,71,3.62
536,Carbonia,IT,2022-02-02 16:10:29,39.1672,8.5222,57.0,78,75,19.15
537,Los Algarrobos,PA,2022-02-02 16:10:29,8.5,-82.4333,85.46,37,0,6.04
